video_id,video_length_sec,original_bitrate_kbps,target_resolution,transcoding_time_sec,vmaf_score
vid0543,9.25,11811.0,480,11.58,67.82
vid0543,9.25,11811.0,720,16.54,80.29
vid0543,9.25,11811.0,1080,20.67,100.0
vid0544,8.15,10733.8,144,3.66,12.55
vid0544,8.15,10733.8,240,5.99,36.2
vid0544,8.15,10733.8,288,6.62,47.78
vid0544,8.15,10733.8,360,7.24,59.36
vid0544,8.15,10733.8,480,10.23,70.91
vid0544,8.15,10733.8,720,14.52,82.52
vid0544,8.15,10733.8,1080,18.15,100.0
vid0545,6.067,11261.4,144,2.78,13.24
vid0545,6.067,11261.4,240,4.49,37.53
vid0545,6.067,11261.4,288,4.96,48.78
vid0545,6.067,11261.4,360,5.43,60.03
vid0545,6.067,11261.4,480,7.55,71.61
vid0545,6.067,11261.4,720,10.8,82.72
vid0545,6.067,11261.4,1080,13.5,100.0
vid0546,6.133,11313.1,144,2.84,12.68
vid0546,6.133,11313.1,240,4.58,35.15
vid0546,6.133,11313.1,288,5.08,46.57
vid0546,6.133,11313.1,360,5.57,58.0
vid0546,6.133,11313.1,480,7.92,69.96
vid0546,6.133,11313.1,720,11.58,81.83
vid0546,6.133,11313.1,1080,14.48,100.0
vid0547,8.533,11295.4,144,3.84,11.59
vid0547,8.533,11295.4,240,6.36,35.86
vid0547,8.533,11295.4,288,7.05,47.66
vid0547,8.533,11295.4,360,7.74,59.47
vid0547,8.533,11295.4,480,11.12,71.61
vid0547,8.533,11295.4,720,16.13,83.18
vid0547,8.533,11295.4,1080,20.16,100.0
vid0548,8.55,14395.8,144,4.04,10.33
vid0548,8.55,14395.8,240,6.58,33.27
vid0548,8.55,14395.8,288,7.29,44.92
vid0548,8.55,14395.8,360,8.0,56.58
vid0548,8.55,14395.8,480,11.54,68.79
vid0548,8.55,14395.8,720,16.86,81.07
vid0548,8.55,14395.8,1080,21.08,100.0
vid0549,6.05,16542.4,144,2.93,10.22
vid0549,6.05,16542.4,240,4.74,32.85
vid0549,6.05,16542.4,288,5.28,44.8
vid0549,6.05,16542.4,360,5.82,56.76
vid0549,6.05,16542.4,480,8.47,69.42
vid0549,6.05,16542.4,720,12.34,82.13
vid0549,6.05,16542.4,1080,15.42,100.0
vid0550,7.4,10837.8,144,3.44,12.01
vid0550,7.4,10837.8,240,5.56,36.74
vid0550,7.4,10837.8,288,6.09,48.63
vid0550,7.4,10837.8,360,6.62,60.52
vid0550,7.4,10837.8,480,9.38,72.58
vid0550,7.4,10837.8,720,13.41,83.67
vid0550,7.4,10837.8,1080,16.76,100.0
vid0551,9.083,10195.5,144,4.13,13.34
vid0551,9.083,10195.5,240,6.65,39.28
vid0551,9.083,10195.5,288,7.3,51.16
vid0551,9.083,10195.5,360,7.94,63.04
vid0551,9.083,10195.5,480,11.21,74.89
vid0551,9.083,10195.5,720,15.59,85.35
vid0551,9.083,10195.5,1080,19.49,100.0
vid0552,5.233,9864.1,144,2.46,12.26
vid0552,5.233,9864.1,240,3.88,36.46
vid0552,5.233,9864.1,288,4.2,48.18
vid0552,5.233,9864.1,360,4.52,59.91
vid0552,5.233,9864.1,480,6.26,72.06
vid0552,5.233,9864.1,720,8.62,83.06
vid0552,5.233,9864.1,1080,10.77,100.0
vid0553,7.9,11582.8,144,3.67,12.74
vid0553,7.9,11582.8,240,5.85,37.96
vid0553,7.9,11582.8,288,6.44,49.89
vid0553,7.9,11582.8,360,7.04,61.81
vid0553,7.9,11582.8,480,10.02,73.79
vid0553,7.9,11582.8,720,13.94,84.67
vid0553,7.9,11582.8,1080,17.42,100.0
vid0554,6.083,12205.7,144,2.89,11.85
vid0554,6.083,12205.7,240,4.64,35.7
vid0554,6.083,12205.7,288,5.13,47.67
vid0554,6.083,12205.7,360,5.61,59.65
vid0554,6.083,12205.7,480,8.06,71.87
vid0554,6.083,12205.7,720,11.72,83.25
vid0554,6.083,12205.7,1080,14.65,100.0
vid0555,8.717,9488.5,144,3.96,12.02
vid0555,8.717,9488.5,240,6.42,36.41
vid0555,8.717,9488.5,288,7.02,48.1
vid0555,8.717,9488.5,360,7.61,59.8
vid0555,8.717,9488.5,480,10.63,71.95
vid0555,8.717,9488.5,720,14.98,83.2
vid0555,8.717,9488.5,1080,18.73,100.0
vid0556,9.0,10193.8,144,4.12,12.56
vid0556,9.0,10193.8,240,6.64,37.61
vid0556,9.0,10193.8,288,7.24,49.24
vid0556,9.0,10193.8,360,7.83,60.86
vid0556,9.0,10193.8,480,10.99,72.61
vid0556,9.0,10193.8,720,15.52,83.46
vid0556,9.0,10193.8,1080,19.4,100.0
vid0557,9.0,10438.6,144,4.1,11.62
vid0557,9.0,10438.6,240,6.66,36.62
vid0557,9.0,10438.6,288,7.39,48.32
vid0557,9.0,10438.6,360,8.12,60.02
vid0557,9.0,10438.6,480,11.56,72.01
vid0557,9.0,10438.6,720,16.58,83.03
vid0557,9.0,10438.6,1080,20.72,100.0
vid0558,5.483,9709.0,144,2.58,14.64
vid0558,5.483,9709.0,240,4.02,39.92
vid0558,5.483,9709.0,288,4.39,51.55
vid0558,5.483,9709.0,360,4.76,63.18
vid0558,5.483,9709.0,480,6.61,75.23
vid0558,5.483,9709.0,720,9.16,85.79
vid0558,5.483,9709.0,1080,11.45,100.0
vid0559,6.0,9120.5,144,2.81,10.82
vid0559,6.0,9120.5,240,4.42,36.21
vid0559,6.0,9120.5,288,4.81,48.16
vid0559,6.0,9120.5,360,5.2,60.12
vid0559,6.0,9120.5,480,7.27,71.84
vid0559,6.0,9120.5,720,9.99,82.91
vid0559,6.0,9120.5,1080,12.49,100.0
vid0560,5.367,11002.5,144,2.53,10.56
vid0560,5.367,11002.5,240,4.06,36.31
vid0560,5.367,11002.5,288,4.45,48.33
vid0560,5.367,11002.5,360,4.84,60.36
vid0560,5.367,11002.5,480,6.82,72.16
vid0560,5.367,11002.5,720,9.71,83.25
vid0560,5.367,11002.5,1080,12.14,100.0
vid0561,9.983,10333.3,144,4.55,11.88
vid0561,9.983,10333.3,240,7.31,36.26
vid0561,9.983,10333.3,288,8.13,48.02
vid0561,9.983,10333.3,360,8.96,59.77
vid0561,9.983,10333.3,480,12.8,71.63
vid0561,9.983,10333.3,720,17.82,82.98
vid0561,9.983,10333.3,1080,22.28,100.0
vid0562,7.267,8263.2,144,3.35,12.9
vid0562,7.267,8263.2,240,5.31,38.16
vid0562,7.267,8263.2,288,5.9,49.51
vid0562,7.267,8263.2,360,6.49,60.86
vid0562,7.267,8263.2,480,9.08,72.55
vid0562,7.267,8263.2,720,12.82,83.45
vid0562,7.267,8263.2,1080,16.02,100.0
vid0563,6.017,10508.7,144,2.84,12.03
vid0563,6.017,10508.7,240,4.52,36.03
vid0563,6.017,10508.7,288,4.91,47.57
vid0563,6.017,10508.7,360,5.3,59.1
vid0563,6.017,10508.7,480,7.58,71.56
vid0563,6.017,10508.7,720,10.58,82.7
vid0563,6.017,10508.7,1080,13.22,100.0
vid0564,6.85,9245.2,144,3.07,11.29
vid0564,6.85,9245.2,240,4.94,35.6
vid0564,6.85,9245.2,288,5.42,47.34
vid0564,6.85,9245.2,360,5.9,59.08
vid0564,6.85,9245.2,480,8.23,71.32
vid0564,6.85,9245.2,720,11.57,82.79
vid0564,6.85,9245.2,1080,14.46,100.0
vid0565,6.833,9374.2,144,3.11,10.72
vid0565,6.833,9374.2,240,4.94,36.34
vid0565,6.833,9374.2,288,5.41,48.5
vid0565,6.833,9374.2,360,5.88,60.66
vid0565,6.833,9374.2,480,8.2,72.35
vid0565,6.833,9374.2,720,11.47,83.07
vid0565,6.833,9374.2,1080,14.34,100.0
vid0566,7.383,9548.0,144,3.3,11.75
vid0566,7.383,9548.0,240,5.38,37.62
vid0566,7.383,9548.0,288,5.87,49.65
vid0566,7.383,9548.0,360,6.36,61.67
vid0566,7.383,9548.0,480,8.96,73.7
vid0566,7.383,9548.0,720,12.64,84.3
vid0566,7.383,9548.0,1080,15.8,100.0
vid0567,5.683,5870.9,144,2.51,16.82
vid0567,5.683,5870.9,240,3.97,43.42
vid0567,5.683,5870.9,288,4.3,54.94
vid0567,5.683,5870.9,360,4.64,66.46
vid0567,5.683,5870.9,480,6.43,77.62
vid0567,5.683,5870.9,720,8.67,86.62
vid0567,5.683,5870.9,1080,10.84,100.0
vid0568,9.017,1261.0,144,3.77,19.14
vid0568,9.017,1261.0,240,5.9,43.35
vid0568,9.017,1261.0,288,6.25,55.0
vid0568,9.017,1261.0,360,6.6,66.65
vid0568,9.017,1261.0,480,8.92,77.82
vid0568,9.017,1261.0,720,10.92,86.87
vid0568,9.017,1261.0,1080,13.65,100.0
vid0569,9.643,5217.0,144,2.22,12.4
vid0569,9.643,5217.0,240,3.53,44.3
vid0569,9.643,5217.0,288,3.91,60.13
vid0569,9.643,5217.0,360,4.29,75.96
vid0569,9.643,5217.0,480,6.13,88.39
vid0569,9.643,5217.0,720,8.68,95.64
vid0569,9.643,5217.0,1080,10.85,100.0
vid0570,5.272,3886.7,144,1.3,10.0
vid0570,5.272,3886.7,240,1.98,39.87
vid0570,5.272,3886.7,288,2.14,56.99
vid0570,5.272,3886.7,360,2.3,74.1
vid0570,5.272,3886.7,480,3.14,87.48
vid0570,5.272,3886.7,720,4.25,95.1
vid0570,5.272,3886.7,1080,5.31,100.0
vid0571,6.54,3845.2,144,1.58,10.0
vid0571,6.54,3845.2,240,2.41,40.18
vid0571,6.54,3845.2,288,2.62,57.27
vid0571,6.54,3845.2,360,2.84,74.36
vid0571,6.54,3845.2,480,3.88,87.63
vid0571,6.54,3845.2,720,5.25,95.12
vid0571,6.54,3845.2,1080,6.56,100.0
vid0572,8.475,3857.8,144,1.98,10.0
vid0572,8.475,3857.8,240,3.06,40.48
vid0572,8.475,3857.8,288,3.31,57.63
vid0572,8.475,3857.8,360,3.57,74.77
vid0572,8.475,3857.8,480,4.99,87.9
vid0572,8.475,3857.8,720,6.73,95.27
vid0572,8.475,3857.8,1080,8.41,100.0
vid0573,7.841,4501.2,144,1.85,10.0
vid0573,7.841,4501.2,240,2.86,42.47
vid0573,7.841,4501.2,288,3.15,59.02
vid0573,7.841,4501.2,360,3.44,75.58
vid0573,7.841,4501.2,480,4.77,88.2
vid0573,7.841,4501.2,720,6.62,95.17
vid0573,7.841,4501.2,1080,8.28,100.0
vid0574,6.373,5339.7,144,1.55,10.0
vid0574,6.373,5339.7,240,2.46,45.37
vid0574,6.373,5339.7,288,2.74,61.29
vid0574,6.373,5339.7,360,3.01,77.2
vid0574,6.373,5339.7,480,4.24,88.97
vid0574,6.373,5339.7,720,6.23,95.34
vid0574,6.373,5339.7,1080,7.79,100.0
vid0575,5.672,5225.3,144,1.42,10.0
vid0575,5.672,5225.3,240,2.21,45.21
vid0575,5.672,5225.3,288,2.43,61.36
vid0575,5.672,5225.3,360,2.65,77.52
vid0575,5.672,5225.3,480,3.77,89.2
vid0575,5.672,5225.3,720,5.37,95.4
vid0575,5.672,5225.3,1080,6.71,100.0
vid0576,8.175,6664.6,144,2.01,15.18
vid0576,8.175,6664.6,240,3.23,51.79
vid0576,8.175,6664.6,288,3.64,66.62
vid0576,8.175,6664.6,360,4.04,81.44
vid0576,8.175,6664.6,480,5.94,92.55
vid0576,8.175,6664.6,720,8.93,97.27
vid0576,8.175,6664.6,1080,11.16,100.0
vid0577,8.175,8376.9,144,2.01,21.02
vid0577,8.175,8376.9,240,3.27,50.39
vid0577,8.175,8376.9,288,3.75,65.1
vid0577,8.175,8376.9,360,4.24,79.81
vid0577,8.175,8376.9,480,6.23,92.47
vid0577,8.175,8376.9,720,9.49,97.98
vid0577,8.175,8376.9,1080,11.86,100.0
vid0578,7.674,3754.1,144,1.81,10.0
vid0578,7.674,3754.1,240,2.79,38.67
vid0578,7.674,3754.1,288,3.06,55.68
vid0578,7.674,3754.1,360,3.34,72.69
vid0578,7.674,3754.1,480,4.62,86.72
vid0578,7.674,3754.1,720,6.42,94.95
vid0578,7.674,3754.1,1080,8.02,100.0
vid0579,8.809,3489.0,144,2.02,10.0
vid0579,8.809,3489.0,240,3.15,38.69
vid0579,8.809,3489.0,288,3.44,55.74
vid0579,8.809,3489.0,360,3.73,72.78
vid0579,8.809,3489.0,480,5.13,86.71
vid0579,8.809,3489.0,720,6.97,94.91
vid0579,8.809,3489.0,1080,8.71,100.0
vid0580,6.106,3483.6,144,1.48,10.0
vid0580,6.106,3483.6,240,2.29,38.41
vid0580,6.106,3483.6,288,2.49,55.45
vid0580,6.106,3483.6,360,2.7,72.48
vid0580,6.106,3483.6,480,3.72,86.68
vid0580,6.106,3483.6,720,5.05,95.0
vid0580,6.106,3483.6,1080,6.31,100.0
vid0581,5.906,3722.2,144,1.44,11.47
vid0581,5.906,3722.2,240,2.22,42.24
vid0581,5.906,3722.2,288,2.4,57.57
vid0581,5.906,3722.2,360,2.58,72.9
vid0581,5.906,3722.2,480,3.62,86.01
vid0581,5.906,3722.2,720,4.99,94.31
vid0581,5.906,3722.2,1080,6.24,100.0
vid0582,8.075,4293.8,144,1.9,18.19
vid0582,8.075,4293.8,240,2.98,55.81
vid0582,8.075,4293.8,288,3.3,67.61
vid0582,8.075,4293.8,360,3.62,79.41
vid0582,8.075,4293.8,480,5.1,88.77
vid0582,8.075,4293.8,720,7.14,94.88
vid0582,8.075,4293.8,1080,8.92,100.0
vid0583,5.439,5650.0,144,1.41,20.49
vid0583,5.439,5650.0,240,2.21,58.4
vid0583,5.439,5650.0,288,2.46,70.19
vid0583,5.439,5650.0,360,2.71,81.98
vid0583,5.439,5650.0,480,3.91,91.45
vid0583,5.439,5650.0,720,5.75,96.91
vid0583,5.439,5650.0,1080,7.19,100.0
vid0584,8.475,8075.2,144,2.06,20.16
vid0584,8.475,8075.2,240,3.38,56.71
vid0584,8.475,8075.2,288,3.85,69.28
vid0584,8.475,8075.2,360,4.33,81.86
vid0584,8.475,8075.2,480,6.33,92.42
vid0584,8.475,8075.2,720,9.58,98.8
vid0584,8.475,8075.2,1080,11.98,100.0
vid0585,8.041,7395.9,144,1.94,15.62
vid0585,8.041,7395.9,240,3.13,52.4
vid0585,8.041,7395.9,288,3.53,65.3
vid0585,8.041,7395.9,360,3.93,78.21
vid0585,8.041,7395.9,480,5.75,88.87
vid0585,8.041,7395.9,720,8.59,96.28
vid0585,8.041,7395.9,1080,10.74,100.0
vid0586,9.209,7135.7,144,2.19,16.52
vid0586,9.209,7135.7,240,3.62,53.83
vid0586,9.209,7135.7,288,4.06,66.55
vid0586,9.209,7135.7,360,4.5,79.26
vid0586,9.209,7135.7,480,6.56,89.7
vid0586,9.209,7135.7,720,9.92,96.96
vid0586,9.209,7135.7,1080,12.4,100.0
vid0587,9.943,6398.2,144,2.42,15.67
vid0587,9.943,6398.2,240,3.86,52.95
vid0587,9.943,6398.2,288,4.34,65.44
vid0587,9.943,6398.2,360,4.82,77.92
vid0587,9.943,6398.2,480,6.95,88.36
vid0587,9.943,6398.2,720,9.99,95.63
vid0587,9.943,6398.2,1080,12.49,100.0
vid0588,8.508,6243.7,144,2.09,17.96
vid0588,8.508,6243.7,240,3.3,54.24
vid0588,8.508,6243.7,288,3.71,66.19
vid0588,8.508,6243.7,360,4.11,78.14
vid0588,8.508,6243.7,480,5.97,88.11
vid0588,8.508,6243.7,720,8.81,95.16
vid0588,8.508,6243.7,1080,11.01,100.0
vid0589,5.372,6818.9,144,1.45,18.92
vid0589,5.372,6818.9,240,2.2,55.49
vid0589,5.372,6818.9,288,2.49,67.79
vid0589,5.372,6818.9,360,2.78,80.09
vid0589,5.372,6818.9,480,3.95,90.44
vid0589,5.372,6818.9,720,5.95,97.57
vid0589,5.372,6818.9,1080,7.44,100.0
vid0590,7.241,7842.9,144,1.87,17.49
vid0590,7.241,7842.9,240,2.95,53.32
vid0590,7.241,7842.9,288,3.26,65.96
vid0590,7.241,7842.9,360,3.56,78.61
vid0590,7.241,7842.9,480,5.14,89.09
vid0590,7.241,7842.9,720,7.45,96.24
vid0590,7.241,7842.9,1080,9.31,100.0
vid0591,6.44,6057.9,144,1.66,17.5
vid0591,6.44,6057.9,240,2.6,53.56
vid0591,6.44,6057.9,288,2.82,65.96
vid0591,6.44,6057.9,360,3.03,78.35
vid0591,6.44,6057.9,480,4.33,88.27
vid0591,6.44,6057.9,720,6.38,94.98
vid0591,6.44,6057.9,1080,7.98,100.0
vid0592,8.609,4257.8,144,2.06,10.0
vid0592,8.609,4257.8,240,3.21,33.12
vid0592,8.609,4257.8,288,3.48,50.67
vid0592,8.609,4257.8,360,3.75,68.22
vid0592,8.609,4257.8,480,5.23,84.24
vid0592,8.609,4257.8,720,7.34,94.27
vid0592,8.609,4257.8,1080,9.18,100.0
vid0593,7.608,4351.7,144,1.88,12.7
vid0593,7.608,4351.7,240,2.91,40.37
vid0593,7.608,4351.7,288,3.22,56.12
vid0593,7.608,4351.7,360,3.54,71.88
vid0593,7.608,4351.7,480,4.99,85.82
vid0593,7.608,4351.7,720,7.08,94.73
vid0593,7.608,4351.7,1080,8.85,100.0
vid0594,6.54,4168.2,144,1.64,16.13
vid0594,6.54,4168.2,240,2.49,53.39
vid0594,6.54,4168.2,288,2.74,65.67
vid0594,6.54,4168.2,360,2.98,77.95
vid0594,6.54,4168.2,480,4.14,88.03
vid0594,6.54,4168.2,720,5.69,94.89
vid0594,6.54,4168.2,1080,7.11,100.0
vid0595,6.874,4497.4,144,1.7,11.35
vid0595,6.874,4497.4,240,2.65,38.62
vid0595,6.874,4497.4,288,2.89,54.55
vid0595,6.874,4497.4,360,3.14,70.47
vid0595,6.874,4497.4,480,4.5,84.78
vid0595,6.874,4497.4,720,6.42,94.09
vid0595,6.874,4497.4,1080,8.02,100.0
vid0596,6.139,3635.1,144,1.55,10.0
vid0596,6.139,3635.1,240,2.33,32.37
vid0596,6.139,3635.1,288,2.53,50.12
vid0596,6.139,3635.1,360,2.73,67.88
vid0596,6.139,3635.1,480,3.8,84.13
vid0596,6.139,3635.1,720,5.14,94.31
vid0596,6.139,3635.1,1080,6.42,100.0
vid0597,9.71,3579.3,144,2.29,10.0
vid0597,9.71,3579.3,240,3.54,33.05
vid0597,9.71,3579.3,288,3.85,50.75
vid0597,9.71,3579.3,360,4.17,68.44
vid0597,9.71,3579.3,480,5.81,84.5
vid0597,9.71,3579.3,720,8.02,94.53
vid0597,9.71,3579.3,1080,10.02,100.0
vid0598,7.608,3721.7,144,1.84,13.62
vid0598,7.608,3721.7,240,2.77,50.75
vid0598,7.608,3721.7,288,3.02,63.16
vid0598,7.608,3721.7,360,3.26,75.57
vid0598,7.608,3721.7,480,4.48,86.64
vid0598,7.608,3721.7,720,6.25,94.14
vid0598,7.608,3721.7,1080,7.81,100.0
vid0599,7.941,7561.7,144,2.05,18.65
vid0599,7.941,7561.7,240,3.2,56.4
vid0599,7.941,7561.7,288,3.6,68.46
vid0599,7.941,7561.7,360,4.01,80.53
vid0599,7.941,7561.7,480,5.84,91.07
vid0599,7.941,7561.7,720,8.79,98.27
vid0599,7.941,7561.7,1080,10.99,100.0
vid0600,5.272,8837.9,144,1.42,21.71
vid0600,5.272,8837.9,240,2.21,58.04
vid0600,5.272,8837.9,288,2.48,70.41
vid0600,5.272,8837.9,360,2.75,82.78
vid0600,5.272,8837.9,480,4.06,92.78
vid0600,5.272,8837.9,720,6.24,98.11
vid0600,5.272,8837.9,1080,7.8,100.0
vid0601,5.472,6983.3,144,1.45,19.33
vid0601,5.472,6983.3,240,2.25,55.76
vid0601,5.472,6983.3,288,2.48,67.88
vid0601,5.472,6983.3,360,2.72,79.99
vid0601,5.472,6983.3,480,3.94,90.58
vid0601,5.472,6983.3,720,5.73,96.59
vid0601,5.472,6983.3,1080,7.16,100.0
vid0602,7.14,7809.4,144,1.83,22.94
vid0602,7.14,7809.4,240,2.94,59.96
vid0602,7.14,7809.4,288,3.34,72.13
vid0602,7.14,7809.4,360,3.73,84.3
vid0602,7.14,7809.4,480,5.53,94.25
vid0602,7.14,7809.4,720,8.5,98.88
vid0602,7.14,7809.4,1080,10.62,100.0
vid0603,5.772,8387.1,144,1.54,22.12
vid0603,5.772,8387.1,240,2.47,58.02
vid0603,5.772,8387.1,288,2.8,70.01
vid0603,5.772,8387.1,360,3.12,81.99
vid0603,5.772,8387.1,480,4.61,92.82
vid0603,5.772,8387.1,720,7.21,98.85
vid0603,5.772,8387.1,1080,9.01,100.0
vid0604,7.241,8250.8,144,1.84,23.29
vid0604,7.241,8250.8,240,3.03,59.06
vid0604,7.241,8250.8,288,3.42,71.2
vid0604,7.241,8250.8,360,3.81,83.34
vid0604,7.241,8250.8,480,5.75,93.93
vid0604,7.241,8250.8,720,9.52,98.94
vid0604,7.241,8250.8,1080,11.9,100.0
vid0605,5.939,7715.0,144,1.57,20.63
vid0605,5.939,7715.0,240,2.47,56.49
vid0605,5.939,7715.0,288,2.78,68.63
vid0605,5.939,7715.0,360,3.09,80.76
vid0605,5.939,7715.0,480,4.52,91.49
vid0605,5.939,7715.0,720,6.57,98.52
vid0605,5.939,7715.0,1080,8.21,100.0
vid0606,8.075,8624.0,144,2.02,20.57
vid0606,8.075,8624.0,240,3.24,57.72
vid0606,8.075,8624.0,288,3.66,69.81
vid0606,8.075,8624.0,360,4.08,81.89
vid0606,8.075,8624.0,480,6.05,91.7
vid0606,8.075,8624.0,720,9.29,97.46
vid0606,8.075,8624.0,1080,11.61,100.0
vid0607,6.673,7667.8,144,1.72,21.58
vid0607,6.673,7667.8,240,2.71,59.53
vid0607,6.673,7667.8,288,3.08,71.5
vid0607,6.673,7667.8,360,3.45,83.47
vid0607,6.673,7667.8,480,5.02,93.01
vid0607,6.673,7667.8,720,7.55,97.98
vid0607,6.673,7667.8,1080,9.44,100.0
vid0608,5.672,7930.2,144,1.51,24.09
vid0608,5.672,7930.2,240,2.42,59.31
vid0608,5.672,7930.2,288,2.76,71.57
vid0608,5.672,7930.2,360,3.1,83.84
vid0608,5.672,7930.2,480,4.57,94.07
vid0608,5.672,7930.2,720,7.12,98.58
vid0608,5.672,7930.2,1080,8.9,100.0
vid0609,9.843,4425.9,144,2.35,17.84
vid0609,9.843,4425.9,240,3.72,49.99
vid0609,9.843,4425.9,288,4.15,63.1
vid0609,9.843,4425.9,360,4.59,76.21
vid0609,9.843,4425.9,480,6.62,86.57
vid0609,9.843,4425.9,720,9.49,93.98
vid0609,9.843,4425.9,1080,11.86,100.0
vid0610,5.172,4543.3,144,1.35,17.52
vid0610,5.172,4543.3,240,2.07,49.79
vid0610,5.172,4543.3,288,2.28,63.0
vid0610,5.172,4543.3,360,2.49,76.2
vid0610,5.172,4543.3,480,3.6,86.86
vid0610,5.172,4543.3,720,4.98,94.4
vid0610,5.172,4543.3,1080,6.22,100.0
vid0611,5.939,14260.4,144,1.61,12.67
vid0611,5.939,14260.4,240,2.6,41.28
vid0611,5.939,14260.4,288,2.92,55.85
vid0611,5.939,14260.4,360,3.25,70.42
vid0611,5.939,14260.4,480,4.81,83.3
vid0611,5.939,14260.4,720,7.51,92.73
vid0611,5.939,14260.4,1080,9.39,100.0
vid0612,7.875,14037.8,144,2.06,14.94
vid0612,7.875,14037.8,240,3.36,43.43
vid0612,7.875,14037.8,288,3.97,58.0
vid0612,7.875,14037.8,360,4.58,72.57
vid0612,7.875,14037.8,480,6.71,86.61
vid0612,7.875,14037.8,720,10.7,97.26
vid0612,7.875,14037.8,1080,13.38,100.0
vid0613,6.406,15823.1,144,1.78,20.92
vid0613,6.406,15823.1,240,2.86,51.87
vid0613,6.406,15823.1,288,3.29,65.3
vid0613,6.406,15823.1,360,3.72,78.73
vid0613,6.406,15823.1,480,5.52,91.03
vid0613,6.406,15823.1,720,8.54,98.26
vid0613,6.406,15823.1,1080,10.68,100.0
vid0614,8.075,11634.6,144,2.08,16.76
vid0614,8.075,11634.6,240,3.4,50.93
vid0614,8.075,11634.6,288,3.92,65.05
vid0614,8.075,11634.6,360,4.44,79.16
vid0614,8.075,11634.6,480,6.57,91.54
vid0614,8.075,11634.6,720,10.06,96.98
vid0614,8.075,11634.6,1080,12.58,100.0
vid0615,7.841,11749.9,144,1.92,13.21
vid0615,7.841,11749.9,240,3.18,44.86
vid0615,7.841,11749.9,288,3.67,59.82
vid0615,7.841,11749.9,360,4.16,74.78
vid0615,7.841,11749.9,480,6.04,87.87
vid0615,7.841,11749.9,720,8.9,96.02
vid0615,7.841,11749.9,1080,11.12,100.0
vid0616,9.109,8427.0,144,2.19,10.0
vid0616,9.109,8427.0,240,3.58,39.04
vid0616,9.109,8427.0,288,4.06,53.49
vid0616,9.109,8427.0,360,4.54,67.95
vid0616,9.109,8427.0,480,6.51,81.98
vid0616,9.109,8427.0,720,9.8,92.5
vid0616,9.109,8427.0,1080,12.25,100.0
vid0617,8.842,8270.5,144,2.16,10.7
vid0617,8.842,8270.5,240,3.62,37.15
vid0617,8.842,8270.5,288,4.2,52.6
vid0617,8.842,8270.5,360,4.77,68.06
vid0617,8.842,8270.5,480,7.13,83.74
vid0617,8.842,8270.5,720,11.18,94.87
vid0617,8.842,8270.5,1080,13.98,100.0
vid0618,7.574,8678.8,144,1.85,10.0
vid0618,7.574,8678.8,240,3.0,37.81
vid0618,7.574,8678.8,288,3.4,52.1
vid0618,7.574,8678.8,360,3.81,66.38
vid0618,7.574,8678.8,480,5.53,80.75
vid0618,7.574,8678.8,720,8.36,91.72
vid0618,7.574,8678.8,1080,10.45,100.0
vid0619,8.609,11577.5,144,2.17,13.79
vid0619,8.609,11577.5,240,3.66,46.1
vid0619,8.609,11577.5,288,4.29,61.13
vid0619,8.609,11577.5,360,4.92,76.16
vid0619,8.609,11577.5,480,7.23,91.05
vid0619,8.609,11577.5,720,11.51,98.9
vid0619,8.609,11577.5,1080,14.39,100.0
vid0620,7.274,8999.3,144,1.83,10.15
vid0620,7.274,8999.3,240,2.96,34.55
vid0620,7.274,8999.3,288,3.39,50.29
vid0620,7.274,8999.3,360,3.82,66.04
vid0620,7.274,8999.3,480,5.6,80.78
vid0620,7.274,8999.3,720,8.72,92.65
vid0620,7.274,8999.3,1080,10.9,100.0
vid0621,9.309,11286.3,144,2.31,11.15
vid0621,9.309,11286.3,240,3.8,38.81
vid0621,9.309,11286.3,288,4.41,54.07
vid0621,9.309,11286.3,360,5.02,69.33
vid0621,9.309,11286.3,480,7.51,84.08
vid0621,9.309,11286.3,720,11.82,94.52
vid0621,9.309,11286.3,1080,14.78,100.0
vid0622,8.709,14155.4,144,2.18,10.84
vid0622,8.709,14155.4,240,3.62,38.18
vid0622,8.709,14155.4,288,4.12,53.68
vid0622,8.709,14155.4,360,4.62,69.18
vid0622,8.709,14155.4,480,6.91,84.26
vid0622,8.709,14155.4,720,10.58,94.9
vid0622,8.709,14155.4,1080,13.22,100.0
vid0623,8.742,12837.2,144,2.18,10.65
vid0623,8.742,12837.2,240,3.62,38.63
vid0623,8.742,12837.2,288,4.1,53.64
vid0623,8.742,12837.2,360,4.57,68.65
vid0623,8.742,12837.2,480,6.66,83.62
vid0623,8.742,12837.2,720,10.26,94.65
vid0623,8.742,12837.2,1080,12.82,100.0
vid0624,5.205,9150.4,144,1.38,17.26
vid0624,5.205,9150.4,240,2.27,49.29
vid0624,5.205,9150.4,288,2.62,63.46
vid0624,5.205,9150.4,360,2.98,77.62
vid0624,5.205,9150.4,480,4.49,92.34
vid0624,5.205,9150.4,720,7.06,99.12
vid0624,5.205,9150.4,1080,8.82,100.0
vid0625,8.041,8200.9,144,1.97,15.25
vid0625,8.041,8200.9,240,3.33,43.55
vid0625,8.041,8200.9,288,3.8,57.93
vid0625,8.041,8200.9,360,4.28,72.31
vid0625,8.041,8200.9,480,6.34,87.29
vid0625,8.041,8200.9,720,9.99,95.59
vid0625,8.041,8200.9,1080,12.49,100.0
vid0626,7.307,9371.3,144,1.84,10.81
